race_id,horse_name,horse_number,jockey,trainer,age,sex,weight,weight_change,jockey_weight,post_position,odds,popularity,finish_position,finish_time,margin,career_starts,career_wins,career_top3,prize_money
202502250005,クロノジェネシスⅡ,12,松山弘平,友道康夫,6,セ,513,2,57.0,12,37.8,14,15,125.3,4.3,11,7,9,54859.8
202502250005,レイパパレスター,13,M.デムーロ,矢作芳人,4,セ,470,-4,58.0,13,8.5,5,4,122.5,0.9,9,0,6,17711.5
202502250005,シュネルマイスター二世,14,横山武史,中内田充正,3,セ,472,2,56.0,14,35.3,7,6,123.0,1.4,29,8,23,57990.5
202502250005,セリフォスライト,15,岩田望来,手塚貴久,7,セ,524,0,58.0,15,25.6,1,2,121.7,0.3,7,2,6,59419.4
202510050006,キタサンミラクル,1,田辺裕信,須貝尚介,4,セ,437,-8,57.0,1,30.2,13,13,112.9,3.4,18,0,16,21665.8
202510050006,ヴェラアズール二世,2,武豊,萩原清,6,牡,466,0,58.0,2,15.4,6,3,109.9,0.5,6,2,3,18593.4
202510050006,ディープスカイ,3,松山弘平,友道康夫,4,セ,534,0,55.0,3,4.4,5,2,109.3,0.5,21,6,13,8999.2
202510050006,アーモンドフラッシュ,4,石橋脩,矢作芳人,2,牡,513,0,54.0,4,63.2,12,15,113.2,4.3,24,8,10,14995.8
202510050006,キラーアビリティⅡ,5,浜中俊,藤原英昭,5,牡,512,-6,55.0,5,48.3,9,8,111.7,2.0,38,8,35,20768.6
202510050006,キングスレイン,6,戸崎圭太,矢作芳人,6,セ,490,0,54.0,6,44.6,6,9,111.7,2.3,27,8,18,469.7
202510050006,サンデーブレイク,7,川田将雅,中内田充正,3,牝,505,6,58.0,7,29.6,8,11,111.9,2.9,22,3,7,23714.9
202510050006,メイケイエール,8,C.ルメール,萩原清,7,牡,522,-8,54.0,8,10.2,7,5,110.8,1.1,15,1,13,18416.0
202510050006,ジャスティンロック,9,浜中俊,藤原英昭,6,牝,480,2,58.0,9,48.9,7,10,111.9,2.9,15,7,13,5572.1
202510050006,オニャンコポン二世,10,M.デムーロ,国枝栄,6,牝,514,-2,55.0,10,33.1,15,12,112.5,3.3,4,1,2,22189.7
202510050006,シャフリヤールⅡ,11,C.ルメール,国枝栄,4,牝,476,2,54.0,11,41.5,1,4,110.4,0.8,30,5,10,12929.4
202510050006,サクラトップラン,12,坂井瑠星,中内田充正,6,セ,501,0,58.0,12,33.1,1,1,108.6,0.1,11,8,11,370.2
202510050006,ソールオリエンス,13,浜中俊,国枝栄,5,牡,479,-2,57.0,13,34.2,9,7,111.3,1.7,26,9,17,9033.9
202510050006,レッドベルオーブ,14,C.ルメール,堀宣行,5,牡,448,0,56.0,14,43.5,17,17,113.7,4.7,33,7,14,21627.0
202510050006,エフフォーリアネクスト,15,田辺裕信,木村哲也,5,牝,506,0,58.0,15,37.4,14,14,112.6,3.9,13,0,13,9886.3
202510050006,ジェラルディーナ,16,石橋脩,須貝尚介,4,牝,485,6,55.0,16,56.5,14,16,113.4,4.7,19,3,13,8743.4
202510050006,グランアレグリアⅡ,17,岩田望来,須貝尚介,7,牝,511,0,56.0,17,16.3,9,6,110.3,1.3,31,4,22,5994.0
202507080007,ボルドグフーシュ,1,石橋脩,中内田充正,7,牝,438,8,55.0,1,21.0,5,3,109.7,0.7,12,4,10,5547.4
202507080007,ドウデュースジュニア,2,田辺裕信,中内田充正,6,牝,491,0,58.0,2,25.5,8,7,110.9,1.8,10,8,8,8202.7
202507080007,レッドベルオーブ,3,福永祐一,藤原英昭,3,セ,514,-8,57.0,3,14.6,1,2,109.5,0.5,30,9,19,72428.8
202507080007,アスクビクターモア二世,4,武豊,国枝栄,5,セ,443,4,58.0,4,28.4,5,6,110.3,1.4,27,8,19,29335.1
202507080007,ゴールドシップ二世,5,池添謙一,萩原清,7,牝,505,-8,57.0,5,42.1,7,9,111.3,2.6,11,7,7,8705.2
202507080007,グランアレグリアⅡ,6,松山弘平,友道康夫,7,牝,448,-2,57.0,6,11.6,3,4,109.9,0.7,24,8,22,23918.2
202507080007,エフフォーリアネクスト,7,浜中俊,国枝栄,4,牡,435,8,55.0,7,14.7,2,5,110.6,1.2,23,1,18,12010.2
202507080007,シュネルマイスター二世,8,岩田望来,木村哲也,6,セ,484,-4,57.0,8,18.5,9,8,111.1,2.1,23,2,21,66232.3
202507080007,ナミュールスター,9,M.デムーロ,中内田充正,5,セ,505,-2,54.0,9,8.6,1,1,109.3,0.0,29,4,29,65398.4
202505030008,ドウデュースジュニア,1,田辺裕信,国枝栄,6,セ,480,2,56.0,1,25.1,6,7,116.8,2.0,15,9,13,7627.7
202505030008,クロノジェネシスⅡ,2,C.ルメール,木村哲也,3,牝,470,0,57.0,2,35.4,9,10,117.5,2.7,19,2,14,38073.5
202505030008,リバティゴールド,3,坂井瑠星,堀宣行,5,牝,511,0,57.0,3,67.2,13,13,118.4,3.6,8,2,8,32313.5
202505030008,スターズオンアース,4,川田将雅,木村哲也,2,牝,492,4,57.0,4,14.8,7,4,115.9,1.0,29,8,21,63912.8
202505030008,グランアレグリアⅡ,5,川田将雅,国枝栄,5,牝,492,-2,55.0,5,23.9,10,9,117.1,2.4,6,4,4,70266.6
202505030008,リバティアイランドⅡ,6,浜中俊,手塚貴久,6,セ,525,6,56.0,6,28.4,7,6,116.7,1.5,10,1,1,68400.4
202505030008,パンサラッサネオ,7,横山武史,中内田充正,5,牡,499,8,57.0,7,28.2,8,11,118.4,2.9,13,3,4,39516.3
202505030008,キラーアビリティⅡ,8,浜中俊,木村哲也,2,セ,529,6,58.0,8,23.3,6,8,117.6,2.2,33,5,10,55453.6
202505030008,アカイイト二世,9,横山武史,矢作芳人,3,牡,534,0,56.0,9,3.3,3,2,115.3,0.5,27,9,18,26040.0
202505030008,ヴェラアズール二世,10,坂井瑠星,国枝栄,4,セ,539,0,55.0,10,10.3,3,5,116.8,1.3,9,0,2,22471.0
202505030008,マイティウインド,11,石橋脩,木村哲也,7,セ,471,0,56.0,11,37.9,6,3,116.1,0.7,12,7,10,40679.3
202505030008,ダノンベルーガⅡ,12,三浦皇成,国枝栄,7,牝,531,0,56.0,12,45.6,12,12,118.5,3.3,20,5,7,65783.9
202505030008,レイパパレスター,13,福永祐一,藤原英昭,5,牝,511,4,55.0,13,11.9,4,1,114.7,0.0,13,6,11,74550.9
202507040009,ウインマリリン,1,三浦皇成,堀宣行,2,牡,445,0,56.0,1,7.9,2,2,133.6,0.2,26,3,11,4200.3
202507040009,アスクビクターモア二世,2,C.ルメール,藤原英昭,4,セ,462,-4,56.0,2,25.3,11,10,136.4,2.8,13,0,12,10536.5
202507040009,ガイアフォース,3,池添謙一,国枝栄,7,牡,441,-6,58.0,3,19.4,4,7,134.8,1.9,21,2,2,362.8
202507040009,ジャスティンロック,4,C.ルメール,中内田充正,4,牡,534,-6,54.0,4,31.7,10,8,135.1,1.9,16,3,8,39644.5
202507040009,マイティウインド,5,浜中俊,堀宣行,3,セ,478,-4,54.0,5,20.1,11,9,136.2,2.4,18,1,6,19804.5
202507040009,アカイイト二世,6,福永祐一,堀宣行,7,牡,457,2,55.0,6,6.2,3,3,134.0,0.7,6,3,6,15819.1
202507040009,キングスレイン,7,浜中俊,堀宣行,5,セ,470,-6,58.0,7,13.0,4,6,134.6,1.6,21,3,12,35053.6
202507040009,キタサンミラクル,8,石橋脩,友道康夫,7,牝,433,4,56.0,8,25.4,9,11,136.4,3.1,27,3,10,22269.9
202507040009,ディープスカイ,9,岩田望来,須貝尚介,2,牝,460,-8,55.0,9,29.3,2,5,134.6,1.2,35,5,31,25577.1
202507040009,イクイノックスジュニア,10,福永祐一,堀宣行,4,牡,499,-6,54.0,10,12.2,4,1,133.3,0.0,19,0,1,41516.1
202507040009,グランアレグリアⅡ,11,戸崎圭太,萩原清,5,セ,494,0,58.0,11,13.9,7,4,134.1,0.9,22,1,9,3761.9
202503280010,コントレイルスター,1,石橋脩,国枝栄,7,牡,527,-2,57.0,1,5.5,2,3,103.8,0.4,8,0,0,18557.4
202503280010,ジェラルディーナ,2,池添謙一,堀宣行,7,牝,514,-4,56.0,2,14.7,2,5,103.7,1.2,6,0,6,49350.4
202503280010,エフフォーリアネクスト,3,松山弘平,堀宣行,4,牡,451,0,56.0,3,22.3,8,6,104.8,1.6,26,1,9,31431.3
202503280010,ソールオリエンス,4,田辺裕信,国枝栄,4,セ,521,0,55.0,4,14.5,4,4,103.9,0.8,16,0,8,46399.7
202503280010,ボルドグフーシュ,5,池添謙一,国枝栄,6,牡,516,-8,55.0,5,36.9,6,8,105.4,1.9,28,0,11,22978.8
202503280010,リバティゴールド,6,三浦皇成,矢作芳人,3,牝,452,8,55.0,6,25.7,8,7,105.1,1.8,14,6,11,16275.5
202503280010,カフェファラオ二世,7,松山弘平,国枝栄,2,セ,503,-8,54.0,7,1.8,2,1,103.2,0.2,10,2,3,52619.5
202503280010,セリフォスライト,8,石橋脩,友道康夫,4,牡,529,2,56.0,8,3.2,1,2,102.9,0.3,12,0,4,44374.6
202505010011,タイトルホルダー二世,1,福永祐一,中内田充正,2,セ,527,0,55.0,1,39.4,15,12,118.7,3.3,8,1,1,116707.1
202505010011,グランアレグリアⅡ,2,戸崎圭太,国枝栄,3,牝,521,4,57.0,2,32.4,7,10,118.3,2.9,29,6,8,69692.5
202505010011,クロノジェネシスⅡ,3,福永祐一,中内田充正,6,牡,447,-8,55.0,3,31.0,2,5,116.4,1.1,28,6,16,111125.0
202505010011,セリフォスライト,4,石橋脩,藤原英昭,5,牡,519,-2,58.0,4,30.8,7,8,117.2,1.9,8,1,2,19725.0
202505010011,アカイイト二世,5,M.デムーロ,国枝栄,5,牝,470,-2,56.0,5,56.3,17,17,119.8,4.9,17,7,8,18913.8
202505010011,スターズオンアース,6,石橋脩,須貝尚介,7,セ,468,0,55.0,6,5.8,1,2,115.2,0.5,5,2,5,61615.2
202505010011,ボルドグフーシュ,7,戸崎圭太,堀宣行,7,セ,468,2,55.0,7,37.0,12,15,119.8,4.0,32,8,11,96467.6
202505010011,キングスレイン,8,武豊,矢作芳人,3,牝,445,-2,56.0,8,13.9,4,1,115.4,0.1,9,2,3,69878.9
202505010011,ソールオリエンス,9,C.ルメール,矢作芳人,4,牡,534,8,54.0,9,23.9,1,4,115.7,1.1,33,7,33,97066.5
202505010011,サンデーブレイク,10,岩田望来,矢作芳人,2,牡,435,0,57.0,10,66.6,7,9,118.0,2.5,22,6,11,42473.2
202505010011,メイケイエール,11,戸崎圭太,手塚貴久,3,セ,465,6,56.0,11,17.8,4,6,116.2,1.5,17,9,17,57483.7
202505010011,ゴールドシップ二世,12,M.デムーロ,堀宣行,2,セ,465,4,54.0,12,29.7,11,11,117.9,3.2,24,3,14,57562.1
202505010011,シャフリヤールⅡ,13,三浦皇成,須貝尚介,5,牝,474,0,58.0,13,47.5,15,14,118.9,3.8,3,2,3,7030.9
202505010011,レッドベルオーブ,14,松山弘平,須貝尚介,5,牡,497,-6,56.0,14,19.2,5,7,117.4,1.8,25,3,4,91686.0
202505010011,デアリングタクト二世,15,石橋脩,中内田充正,3,セ,503,-4,56.0,15,31.7,2,3,116.2,0.7,10,2,7,109677.6
202505010011,オニャンコポン二世,16,池添謙一,藤原英昭,2,牝,520,6,58.0,16,49.5,14,13,118.8,3.5,30,3,18,4555.6
202505010011,ウインマリリン,17,田辺裕信,木村哲也,2,セ,459,-8,55.0,17,43.1,13,16,119.7,4.6,35,5,15,86032.5
202506140012,リバティゴールド,1,川田将雅,中内田充正,4,牡,447,2,58.0,1,45.7,16,13,149.2,3.7,21,10,19,35414.6
202506140012,キタサンミラクル,2,田辺裕信,堀宣行,3,セ,515,0,54.0,2,23.1,4,4,146.2,1.1,8,2,6,17622.1
202506140012,ゴールドシップ二世,3,川田将雅,須貝尚介,6,セ,434,6,54.0,3,11.0,4,5,147.1,1.4,24,3,7,14902.6
202506140012,ソールオリエンス,4,松山弘平,藤原英昭,2,セ,460,-6,56.0,4,9.3,1,2,145.9,0.3,31,10,18,9435.8
202506140012,セリフォスライト,5,松山弘平,友道康夫,7,牝,438,-8,57.0,5,23.1,13,10,147.8,2.9,13,0,6,22188.7
202506140012,サクラトップラン,6,坂井瑠星,中内田充正,5,セ,474,6,55.0,6,20.5,3,6,147.3,1.4,35,10,12,35963.8
202506140012,リバティアイランドⅡ,7,武豊,藤原英昭,2,牝,467,-6,55.0,7,33.3,11,12,149.2,3.4,11,5,9,42382.5
202506140012,ヴェラアズール二世,8,田辺裕信,須貝尚介,2,セ,473,0,57.0,8,39.4,8,8,147.8,2.0,16,10,10,14899.3
202506140012,クロノジェネシスⅡ,9,池添謙一,萩原清,3,牝,482,4,56.0,9,29.3,13,11,148.9,2.9,26,4,5,17680.6
202506140012,アーモンドフラッシュ,10,岩田望来,堀宣行,6,セ,537,0,58.0,10,21.2,6,9,147.7,2.4,11,1,2,1158.1
202506140012,ドゥラエレーデ,11,戸崎圭太,国枝栄,3,牝,511,0,56.0,11,16.5,7,7,147.6,1.6,22,6,18,8319.7
202506140012,カフェファラオ二世,12,川田将雅,手塚貴久,5,牝,477,2,58.0,12,46.8,11,14,149.1,3.7,12,4,5,3856.8
202506140012,ブレイブジェネシス,13,坂井瑠星,中内田充正,4,牝,533,4,58.0,13,9.6,4,1,145.5,0.0,27,0,17,30918.1
202506140012,イクイノックスジュニア,14,三浦皇成,木村哲也,5,セ,503,0,58.0,14,36.1,15,15,149.5,4.3,17,0,4,5412.7
202506140012,ウインマリリン,15,川田将雅,木村哲也,5,セ,452,-8,57.0,15,38.4,16,16,149.6,4.4,9,6,7,37534.9
202506140012,スタニングローズ二世,16,三浦皇成,国枝栄,4,牝,470,0,58.0,16,17.1,1,3,145.9,0.6,19,8,8,35394.8
202510060013,プラダリアスター,1,C.ルメール,国枝栄,6,牝,527,0,57.0,1,6.2,4,3,134.2,0.5,37,8,28,14567.5
202510060013,セリフォスライト,2,武豊,堀宣行,6,セ,490,6,57.0,2,21.8,6,7,135.0,1.6,31,9,19,20715.4
202510060013,ヴェラアズール二世,3,岩田望来,友道康夫,2,牝,525,0,54.0,3,10.1,4,5,134.1,1.4,13,4,7,4031.6
202510060013,メイケイエール,4,浜中俊,藤原英昭,7,牡,486,6,57.0,4,28.8,9,10,136.3,2.6,13,10,13,22228.3
202510060013,リバティアイランドⅡ,5,石橋脩,矢作芳人,6,セ,477,-6,57.0,5,20.6,10,9,136.0,2.3,27,4,20,26380.0
202510060013,サクラトップラン,6,横山武史,木村哲也,2,牝,452,-8,55.0,6,18.8,10,8,135.0,2.0,9,7,8,15153.8
202510060013,ソールオリエンス,7,福永祐一,矢作芳人,7,牝,445,6,58.0,7,13.8,4,6,134.7,1.5,13,7,9,4905.4
202510060013,レッドベルオーブ,8,石橋脩,国枝栄,4,セ,525,-8,55.0,8,18.0,3,4,133.8,1.0,30,2,22,6753.4
202510060013,ガイアフォース,9,福永祐一,中内田充正,3,牡,464,8,55.0,9,13.7,2,1,132.9,0.0,16,0,0,6713.1
202510060013,トウショウファルコ,10,戸崎圭太,友道康夫,6,牡,533,0,57.0,10,11.3,2,2,134.0,0.2,16,7,15,24729.3
202509210014,カフェファラオ二世,1,石橋脩,友道康夫,7,牡,471,8,58.0,1,38.2,14,15,83.1,4.3,11,4,4,84570.1
202509210014,セリフォスライト,2,福永祐一,藤原英昭,6,牝,481,-8,56.0,2,34.6,16,14,82.3,4.1,26,10,22,40768.9
202509210014,イクイノックスジュニア,3,池添謙一,須貝尚介,2,セ,504,-2,57.0,3,23.7,11,8,80.6,2.3,28,10,21,53268.1
202509210014,サンデーブレイク,4,福永祐一,萩原清,3,牝,537,2,58.0,4,16.9,4,6,80.1,1.6,26,2,7,99427.0
202509210014,ジェラルディーナ,5,C.ルメール,木村哲也,4,牝,513,0,56.0,5,46.3,15,16,83.0,4.4,32,6,15,48694.9
202509210014,キラーアビリティⅡ,6,武豊,須貝尚介,2,牡,490,-6,58.0,6,20.8,10,9,81.6,2.2,36,7,28,40075.3
202509210014,クロノジェネシスⅡ,7,武豊,堀宣行,4,牝,482,0,55.0,7,66.6,11,13,82.9,3.5,25,6,11,81788.8
202509210014,アスクビクターモア二世,8,福永祐一,堀宣行,5,牡,472,-8,55.0,8,67.8,10,11,81.9,3.0,16,7,9,51405.6
202509210014,ドゥラエレーデ,9,田辺裕信,中内田充正,2,牡,446,0,54.0,9,54.5,18,18,83.8,5.1,20,7,18,39175.6
202509210014,ダノンベルーガⅡ,10,浜中俊,萩原清,2,牡,471,-8,55.0,10,35.2,10,12,81.6,3.4,34,10,21,32769.7
202509210014,オニャンコポン二世,11,坂井瑠星,須貝尚介,2,牝,479,-8,58.0,11,18.7,6,7,80.3,1.8,14,4,9,45534.8
202509210014,ナミュールスター,12,松山弘平,手塚貴久,7,牡,447,-4,55.0,12,21.8,2,3,79.6,0.7,7,6,6,22175.0
202509210014,スタニングローズ二世,13,坂井瑠星,堀宣行,2,セ,505,8,56.0,13,19.0,1,4,79.6,1.0,13,0,9,5101.6
202509210014,マイティウインド,14,C.ルメール,矢作芳人,2,牡,514,0,58.0,14,1.8,1,1,79.0,0.0,20,7,18,16078.3
202509210014,ファインルージュ,15,福永祐一,矢作芳人,7,牝,517,-6,58.0,15,64.2,16,17,83.5,4.8,27,10,14,43976.7
202509210014,アーモンドフラッシュ,16,池添謙一,須貝尚介,2,セ,495,-6,55.0,16,27.3,2,5,79.8,1.3,14,7,10,37581.8
